,Indicator,Group,Subgroup,Phase,Time Period,Value,Spread
7262,"No Treatment, Despite Individual's Need of Treatment",By Education,Bachelor's degree or higher,3.2,36,10.8,0.6000000000000005
7263,"No Treatment, Despite Individual's Need of Treatment",By Disability status,With disability,3.2,36,25.4,1.9499999999999993
7264,"No Treatment, Despite Individual's Need of Treatment",By Disability status,Without disability,3.2,36,9.0,0.4500000000000002
7265,"No Treatment, Despite Individual's Need of Treatment",By State,Alabama,3.2,36,12.7,3.0
7266,"No Treatment, Despite Individual's Need of Treatment",By State,Alaska,3.2,36,12.2,3.1999999999999993
7267,"No Treatment, Despite Individual's Need of Treatment",By State,Arizona,3.2,36,11.6,3.0
7268,"No Treatment, Despite Individual's Need of Treatment",By State,Arkansas,3.2,36,12.3,3.1499999999999995
7269,"No Treatment, Despite Individual's Need of Treatment",By State,California,3.2,36,9.2,1.3999999999999995
7270,"No Treatment, Despite Individual's Need of Treatment",By State,Colorado,3.2,36,15.1,3.1500000000000004
7271,"No Treatment, Despite Individual's Need of Treatment",By State,Connecticut,3.2,36,10.6,3.2499999999999996
7272,"No Treatment, Despite Individual's Need of Treatment",By State,Delaware,3.2,36,11.8,3.7
7273,"No Treatment, Despite Individual's Need of Treatment",By State,District of Columbia,3.2,36,15.2,6.6
7274,"No Treatment, Despite Individual's Need of Treatment",By State,Florida,3.2,36,10.4,2.0
7275,"No Treatment, Despite Individual's Need of Treatment",By State,Georgia,3.2,36,11.0,2.7
7276,"No Treatment, Despite Individual's Need of Treatment",By State,Hawaii,3.2,36,7.0,2.95
7277,"No Treatment, Despite Individual's Need of Treatment",By State,Idaho,3.2,36,11.2,3.9
7278,"No Treatment, Despite Individual's Need of Treatment",By State,Illinois,3.2,36,9.6,2.25
7279,"No Treatment, Despite Individual's Need of Treatment",By State,Indiana,3.2,36,12.2,2.9000000000000004
7280,"No Treatment, Despite Individual's Need of Treatment",By State,Iowa,3.2,36,9.5,3.3499999999999996
7281,"No Treatment, Despite Individual's Need of Treatment",By State,Kansas,3.2,36,10.3,3.0999999999999996
7282,"No Treatment, Despite Individual's Need of Treatment",By State,Kentucky,3.2,36,10.9,3.75
7283,"No Treatment, Despite Individual's Need of Treatment",By State,Louisiana,3.2,36,12.7,4.35
7284,"No Treatment, Despite Individual's Need of Treatment",By State,Maine,3.2,36,13.0,4.5
7285,"No Treatment, Despite Individual's Need of Treatment",By State,Maryland,3.2,36,10.7,3.0999999999999996
7286,"No Treatment, Despite Individual's Need of Treatment",By State,Massachusetts,3.2,36,11.3,2.0999999999999996
7287,"No Treatment, Despite Individual's Need of Treatment",By State,Michigan,3.2,36,13.0,2.7
7288,"No Treatment, Despite Individual's Need of Treatment",By State,Minnesota,3.2,36,11.9,2.3500000000000005
7289,"No Treatment, Despite Individual's Need of Treatment",By State,Mississippi,3.2,36,10.7,3.45
7290,"No Treatment, Despite Individual's Need of Treatment",By State,Missouri,3.2,36,11.8,2.55
7291,"No Treatment, Despite Individual's Need of Treatment",By State,Montana,3.2,36,11.0,3.5500000000000003
7292,"No Treatment, Despite Individual's Need of Treatment",By State,Nebraska,3.2,36,8.8,2.1999999999999997
7293,"No Treatment, Despite Individual's Need of Treatment",By State,Nevada,3.2,36,13.4,3.8999999999999995
7294,"No Treatment, Despite Individual's Need of Treatment",By State,New Hampshire,3.2,36,9.6,3.1999999999999997
7295,"No Treatment, Despite Individual's Need of Treatment",By State,New Jersey,3.2,36,10.6,3.3
7296,"No Treatment, Despite Individual's Need of Treatment",By State,New Mexico,3.2,36,10.1,3.1
7297,"No Treatment, Despite Individual's Need of Treatment",By State,New York,3.2,36,9.8,2.5999999999999996
7298,"No Treatment, Despite Individual's Need of Treatment",By State,North Carolina,3.2,36,13.3,3.1499999999999995
7299,"No Treatment, Despite Individual's Need of Treatment",By State,North Dakota,3.2,36,7.9,3.5999999999999996
7300,"No Treatment, Despite Individual's Need of Treatment",By State,Ohio,3.2,36,15.1,3.499999999999999
7301,"No Treatment, Despite Individual's Need of Treatment",By State,Oklahoma,3.2,36,10.4,2.7
7302,"No Treatment, Despite Individual's Need of Treatment",By State,Oregon,3.2,36,14.7,2.0999999999999996
7303,"No Treatment, Despite Individual's Need of Treatment",By State,Pennsylvania,3.2,36,9.9,2.75
7304,"No Treatment, Despite Individual's Need of Treatment",By State,Rhode Island,3.2,36,9.4,3.3999999999999995
7305,"No Treatment, Despite Individual's Need of Treatment",By State,South Carolina,3.2,36,14.6,3.1499999999999995
7306,"No Treatment, Despite Individual's Need of Treatment",By State,South Dakota,3.2,36,9.8,3.6500000000000004
7307,"No Treatment, Despite Individual's Need of Treatment",By State,Tennessee,3.2,36,11.5,3.3
7308,"No Treatment, Despite Individual's Need of Treatment",By State,Texas,3.2,36,11.9,1.6499999999999995
7309,"No Treatment, Despite Individual's Need of Treatment",By State,Utah,3.2,36,13.2,2.8499999999999996
7310,"No Treatment, Despite Individual's Need of Treatment",By State,Vermont,3.2,36,9.2,5.25
7311,"No Treatment, Despite Individual's Need of Treatment",By State,Virginia,3.2,36,9.1,2.5
7312,"No Treatment, Despite Individual's Need of Treatment",By State,Washington,3.2,36,12.7,2.1500000000000004
7313,"No Treatment, Despite Individual's Need of Treatment",By State,West Virginia,3.2,36,11.8,5.15
7314,"No Treatment, Despite Individual's Need of Treatment",By State,Wisconsin,3.2,36,10.7,2.8
7315,"No Treatment, Despite Individual's Need of Treatment",By State,Wyoming,3.2,36,7.2,2.9
7316,Took Prescription Medication,National Estimate,United States,3.2,37,22.2,0.5500000000000007
7317,Took Prescription Medication,By Age,18 - 29 years,3.2,37,22.6,1.9000000000000004
7318,Took Prescription Medication,By Age,30 - 39 years,3.2,37,21.8,1.450000000000001
7319,Took Prescription Medication,By Age,40 - 49 years,3.2,37,23.2,1.4499999999999993
7320,Took Prescription Medication,By Age,50 - 59 years,3.2,37,23.5,1.4499999999999993
7321,Took Prescription Medication,By Age,60 - 69 years,3.2,37,22.1,1.3499999999999996
7322,Took Prescription Medication,By Age,70 - 79 years,3.2,37,20.3,1.5
7323,Took Prescription Medication,By Age,80 years and above,3.2,37,17.0,3.5500000000000007
7324,Took Prescription Medication,By Sex,Male,3.2,37,16.0,0.8000000000000007
7325,Took Prescription Medication,By Sex,Female,3.2,37,28.0,0.8000000000000007
7326,Took Prescription Medication,By Gender identity,Cis-gender male,3.2,37,15.9,0.7999999999999998
7327,Took Prescription Medication,By Gender identity,Cis-gender female,3.2,37,27.9,0.7999999999999989
7328,Took Prescription Medication,By Gender identity,Transgender,3.2,37,29.6,9.75
7329,Took Prescription Medication,By Sexual orientation,Gay or lesbian,3.2,37,33.7,4.6
7330,Took Prescription Medication,By Sexual orientation,Straight,3.2,37,21.0,0.5500000000000007
7331,Took Prescription Medication,By Sexual orientation,Bisexual,3.2,37,35.0,4.050000000000001
7332,Took Prescription Medication,By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.2,37,15.2,0.6500000000000004
7333,Took Prescription Medication,By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,3.2,37,37.1,1.3000000000000007
7334,Took Prescription Medication,By Race/Hispanic ethnicity,Hispanic or Latino,3.2,37,16.2,1.5
7335,Took Prescription Medication,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",3.2,37,25.6,0.7000000000000011
7336,Took Prescription Medication,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",3.2,37,16.2,1.9500000000000002
7337,Took Prescription Medication,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",3.2,37,8.8,1.7999999999999998
7338,Took Prescription Medication,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",3.2,37,25.6,3.5
7339,Took Prescription Medication,By Education,Less than a high school diploma,3.2,37,17.7,3.200000000000001
7340,Took Prescription Medication,By Education,High school diploma or GED,3.2,37,21.5,1.3999999999999986
7341,Took Prescription Medication,By Education,Some college/Associate's degree,3.2,37,24.1,1.200000000000001
7342,Took Prescription Medication,By Education,Bachelor's degree or higher,3.2,37,22.2,0.8000000000000007
7343,Took Prescription Medication,By Disability status,With disability,3.2,37,44.1,2.3000000000000007
7344,Took Prescription Medication,By Disability status,Without disability,3.2,37,18.8,0.5499999999999989
7345,Took Prescription Medication,By State,Alabama,3.2,37,25.6,3.5999999999999996
7346,Took Prescription Medication,By State,Alaska,3.2,37,16.5,2.950000000000001
7347,Took Prescription Medication,By State,Arizona,3.2,37,19.0,2.75
7348,Took Prescription Medication,By State,Arkansas,3.2,37,28.3,4.65
7349,Took Prescription Medication,By State,California,3.2,37,17.2,2.0
7350,Took Prescription Medication,By State,Colorado,3.2,37,23.7,3.1500000000000004
7351,Took Prescription Medication,By State,Connecticut,3.2,37,24.9,3.8499999999999996
7352,Took Prescription Medication,By State,Delaware,3.2,37,22.2,4.449999999999999
7353,Took Prescription Medication,By State,District of Columbia,3.2,37,21.3,7.800000000000001
7354,Took Prescription Medication,By State,Florida,3.2,37,21.4,3.0500000000000007
7355,Took Prescription Medication,By State,Georgia,3.2,37,20.5,2.75
7356,Took Prescription Medication,By State,Hawaii,3.2,37,11.8,3.05
7357,Took Prescription Medication,By State,Idaho,3.2,37,23.9,4.549999999999999
7358,Took Prescription Medication,By State,Illinois,3.2,37,21.5,4.550000000000001
7359,Took Prescription Medication,By State,Indiana,3.2,37,26.0,4.0
7360,Took Prescription Medication,By State,Iowa,3.2,37,26.1,4.25
7361,Took Prescription Medication,By State,Kansas,3.2,37,29.0,4.25
7362,Took Prescription Medication,By State,Kentucky,3.2,37,25.8,4.449999999999999
7363,Took Prescription Medication,By State,Louisiana,3.2,37,27.6,6.200000000000001
7364,Took Prescription Medication,By State,Maine,3.2,37,26.7,5.550000000000001
7365,Took Prescription Medication,By State,Maryland,3.2,37,20.1,3.1999999999999993
7366,Took Prescription Medication,By State,Massachusetts,3.2,37,27.4,3.0500000000000007
7367,Took Prescription Medication,By State,Michigan,3.2,37,25.2,3.5999999999999996
7368,Took Prescription Medication,By State,Minnesota,3.2,37,19.7,2.8000000000000007
7369,Took Prescription Medication,By State,Mississippi,3.2,37,25.1,6.650000000000002
7370,Took Prescription Medication,By State,Missouri,3.2,37,24.3,4.75
7371,Took Prescription Medication,By State,Montana,3.2,37,22.5,5.6
7372,Took Prescription Medication,By State,Nebraska,3.2,37,25.2,3.549999999999999
7373,Took Prescription Medication,By State,Nevada,3.2,37,17.4,3.1499999999999995
7374,Took Prescription Medication,By State,New Hampshire,3.2,37,26.5,4.800000000000001
7375,Took Prescription Medication,By State,New Jersey,3.2,37,21.0,3.8000000000000007
7376,Took Prescription Medication,By State,New Mexico,3.2,37,22.7,3.5
7377,Took Prescription Medication,By State,New York,3.2,37,17.2,3.55
7378,Took Prescription Medication,By State,North Carolina,3.2,37,25.9,4.0
7379,Took Prescription Medication,By State,North Dakota,3.2,37,22.3,6.449999999999999
7380,Took Prescription Medication,By State,Ohio,3.2,37,27.2,4.65
7381,Took Prescription Medication,By State,Oklahoma,3.2,37,23.8,3.9499999999999993
7382,Took Prescription Medication,By State,Oregon,3.2,37,24.7,2.4000000000000004
7383,Took Prescription Medication,By State,Pennsylvania,3.2,37,24.5,3.200000000000001
7384,Took Prescription Medication,By State,Rhode Island,3.2,37,27.1,5.65
7385,Took Prescription Medication,By State,South Carolina,3.2,37,26.8,3.5500000000000007
7386,Took Prescription Medication,By State,South Dakota,3.2,37,20.3,4.449999999999999
7387,Took Prescription Medication,By State,Tennessee,3.2,37,25.0,3.6500000000000004
7388,Took Prescription Medication,By State,Texas,3.2,37,19.7,2.3000000000000007
7389,Took Prescription Medication,By State,Utah,3.2,37,26.6,3.5
7390,Took Prescription Medication,By State,Vermont,3.2,37,29.3,8.1
7391,Took Prescription Medication,By State,Virginia,3.2,37,23.5,3.799999999999999
7392,Took Prescription Medication,By State,Washington,3.2,37,22.1,2.200000000000001
7393,Took Prescription Medication,By State,West Virginia,3.2,37,27.7,6.85
7394,Took Prescription Medication,By State,Wisconsin,3.2,37,24.3,4.100000000000001
7395,Took Prescription Medication,By State,Wyoming,3.2,37,20.6,6.249999999999999
7396,Received Counseling or Therapy,National Estimate,United States,3.2,37,10.3,0.4500000000000002
7397,Received Counseling or Therapy,By Age,18 - 29 years,3.2,37,15.6,1.5499999999999998
7398,Received Counseling or Therapy,By Age,30 - 39 years,3.2,37,14.5,1.1999999999999993
7399,Received Counseling or Therapy,By Age,40 - 49 years,3.2,37,11.9,1.0
7400,Received Counseling or Therapy,By Age,50 - 59 years,3.2,37,8.8,1.0500000000000003
7401,Received Counseling or Therapy,By Age,60 - 69 years,3.2,37,6.3,0.6499999999999999
7402,Received Counseling or Therapy,By Age,70 - 79 years,3.2,37,5.3,1.25
7403,Received Counseling or Therapy,By Age,80 years and above,3.2,37,3.2,1.95
7404,Received Counseling or Therapy,By Sex,Male,3.2,37,8.0,0.6999999999999997
7405,Received Counseling or Therapy,By Sex,Female,3.2,37,12.5,0.5499999999999998
7406,Received Counseling or Therapy,By Gender identity,Cis-gender male,3.2,37,7.7,0.6500000000000004
7407,Received Counseling or Therapy,By Gender identity,Cis-gender female,3.2,37,12.3,0.5500000000000007
7408,Received Counseling or Therapy,By Gender identity,Transgender,3.2,37,30.5,10.75
7409,Received Counseling or Therapy,By Sexual orientation,Gay or lesbian,3.2,37,21.3,3.6999999999999993
7410,Received Counseling or Therapy,By Sexual orientation,Straight,3.2,37,8.9,0.40000000000000036
7411,Received Counseling or Therapy,By Sexual orientation,Bisexual,3.2,37,26.6,4.4
7412,Received Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.2,37,6.1,0.3999999999999999
7413,Received Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,3.2,37,19.4,1.200000000000001
7414,Received Counseling or Therapy,By Race/Hispanic ethnicity,Hispanic or Latino,3.2,37,8.9,1.3000000000000003
7415,Received Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",3.2,37,11.1,0.4500000000000002
7416,Received Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",3.2,37,9.5,1.5999999999999996
7417,Received Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",3.2,37,4.5,1.1500000000000001
7418,Received Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",3.2,37,14.1,2.8999999999999995
7419,Received Counseling or Therapy,By Education,Less than a high school diploma,3.2,37,8.1,3.0
7420,Received Counseling or Therapy,By Education,High school diploma or GED,3.2,37,7.6,0.9499999999999997
7421,Received Counseling or Therapy,By Education,Some college/Associate's degree,3.2,37,11.0,0.9000000000000004
7422,Received Counseling or Therapy,By Education,Bachelor's degree or higher,3.2,37,12.7,0.5499999999999998
7423,Received Counseling or Therapy,By Disability status,With disability,3.2,37,19.5,1.75
7424,Received Counseling or Therapy,By Disability status,Without disability,3.2,37,8.8,0.34999999999999964
7425,Received Counseling or Therapy,By State,Alabama,3.2,37,6.2,2.1999999999999997
7426,Received Counseling or Therapy,By State,Alaska,3.2,37,11.3,2.95
7427,Received Counseling or Therapy,By State,Arizona,3.2,37,8.5,1.75
7428,Received Counseling or Therapy,By State,Arkansas,3.2,37,9.8,3.75
7429,Received Counseling or Therapy,By State,California,3.2,37,10.2,1.4499999999999993
7430,Received Counseling or Therapy,By State,Colorado,3.2,37,14.6,3.0500000000000007
7431,Received Counseling or Therapy,By State,Connecticut,3.2,37,13.8,2.6999999999999993
7432,Received Counseling or Therapy,By State,Delaware,3.2,37,11.2,3.6499999999999995
7433,Received Counseling or Therapy,By State,District of Columbia,3.2,37,20.1,6.2
7434,Received Counseling or Therapy,By State,Florida,3.2,37,8.0,1.5999999999999996
7435,Received Counseling or Therapy,By State,Georgia,3.2,37,8.0,1.9499999999999997
7436,Received Counseling or Therapy,By State,Hawaii,3.2,37,8.1,2.5
7437,Received Counseling or Therapy,By State,Idaho,3.2,37,10.5,3.6999999999999997
7438,Received Counseling or Therapy,By State,Illinois,3.2,37,10.8,2.6499999999999995
7439,Received Counseling or Therapy,By State,Indiana,3.2,37,9.6,2.8499999999999996
7440,Received Counseling or Therapy,By State,Iowa,3.2,37,10.9,2.8
7441,Received Counseling or Therapy,By State,Kansas,3.2,37,11.9,3.5500000000000007
7442,Received Counseling or Therapy,By State,Kentucky,3.2,37,12.3,3.500000000000001
7443,Received Counseling or Therapy,By State,Louisiana,3.2,37,6.8,2.9499999999999997
7444,Received Counseling or Therapy,By State,Maine,3.2,37,10.6,3.85
7445,Received Counseling or Therapy,By State,Maryland,3.2,37,10.7,2.3499999999999996
7446,Received Counseling or Therapy,By State,Massachusetts,3.2,37,16.1,2.9499999999999993
7447,Received Counseling or Therapy,By State,Michigan,3.2,37,10.0,2.25
7448,Received Counseling or Therapy,By State,Minnesota,3.2,37,9.2,2.45
7449,Received Counseling or Therapy,By State,Mississippi,3.2,37,8.1,3.8000000000000003
7450,Received Counseling or Therapy,By State,Missouri,3.2,37,9.4,3.0500000000000003
7451,Received Counseling or Therapy,By State,Montana,3.2,37,10.7,4.45
7452,Received Counseling or Therapy,By State,Nebraska,3.2,37,9.2,2.8500000000000005
7453,Received Counseling or Therapy,By State,Nevada,3.2,37,7.4,2.4
7454,Received Counseling or Therapy,By State,New Hampshire,3.2,37,12.5,4.6000000000000005
7455,Received Counseling or Therapy,By State,New Jersey,3.2,37,8.8,2.05
7456,Received Counseling or Therapy,By State,New Mexico,3.2,37,10.6,3.0500000000000003
7457,Received Counseling or Therapy,By State,New York,3.2,37,11.4,2.75
7458,Received Counseling or Therapy,By State,North Carolina,3.2,37,10.4,2.8000000000000003
7459,Received Counseling or Therapy,By State,North Dakota,3.2,37,10.9,5.999999999999999
7460,Received Counseling or Therapy,By State,Ohio,3.2,37,12.3,4.199999999999999
7461,Received Counseling or Therapy,By State,Oklahoma,3.2,37,7.3,2.4000000000000004
7462,Received Counseling or Therapy,By State,Oregon,3.2,37,13.1,2.2
7463,Received Counseling or Therapy,By State,Pennsylvania,3.2,37,11.5,3.0
7464,Received Counseling or Therapy,By State,Rhode Island,3.2,37,14.3,4.550000000000001
7465,Received Counseling or Therapy,By State,South Carolina,3.2,37,10.4,2.5
7466,Received Counseling or Therapy,By State,South Dakota,3.2,37,5.4,2.95
7467,Received Counseling or Therapy,By State,Tennessee,3.2,37,10.5,3.25
7468,Received Counseling or Therapy,By State,Texas,3.2,37,10.2,1.75
7469,Received Counseling or Therapy,By State,Utah,3.2,37,9.3,2.0999999999999996
7470,Received Counseling or Therapy,By State,Vermont,3.2,37,11.8,4.499999999999999
7471,Received Counseling or Therapy,By State,Virginia,3.2,37,11.9,2.55
7472,Received Counseling or Therapy,By State,Washington,3.2,37,12.5,2.45
7473,Received Counseling or Therapy,By State,West Virginia,3.2,37,5.8,2.7
7474,Received Counseling or Therapy,By State,Wisconsin,3.2,37,9.8,2.2499999999999996
7475,Received Counseling or Therapy,By State,Wyoming,3.2,37,5.5,2.45
7476,Prescription Medication And/Or Counseling or Therapy,National Estimate,United States,3.2,37,25.7,0.5999999999999996
7477,Prescription Medication And/Or Counseling or Therapy,By Age,18 - 29 years,3.2,37,28.1,1.8499999999999996
7478,Prescription Medication And/Or Counseling or Therapy,By Age,30 - 39 years,3.2,37,27.7,1.5999999999999996
7479,Prescription Medication And/Or Counseling or Therapy,By Age,40 - 49 years,3.2,37,26.7,1.549999999999999
7480,Prescription Medication And/Or Counseling or Therapy,By Age,50 - 59 years,3.2,37,25.9,1.5
7481,Prescription Medication And/Or Counseling or Therapy,By Age,60 - 69 years,3.2,37,23.9,1.4000000000000004
7482,Prescription Medication And/Or Counseling or Therapy,By Age,70 - 79 years,3.2,37,22.1,1.75
7483,Prescription Medication And/Or Counseling or Therapy,By Age,80 years and above,3.2,37,19.1,3.95
7484,Prescription Medication And/Or Counseling or Therapy,By Sex,Male,3.2,37,18.6,0.7999999999999989
7485,Prescription Medication And/Or Counseling or Therapy,By Sex,Female,3.2,37,32.2,0.75
7486,Prescription Medication And/Or Counseling or Therapy,By Gender identity,Cis-gender male,3.2,37,18.3,0.8499999999999996
7487,Prescription Medication And/Or Counseling or Therapy,By Gender identity,Cis-gender female,3.2,37,32.0,0.8499999999999996
7488,Prescription Medication And/Or Counseling or Therapy,By Gender identity,Transgender,3.2,37,45.3,12.349999999999998
7489,Prescription Medication And/Or Counseling or Therapy,By Sexual orientation,Gay or lesbian,3.2,37,41.1,4.449999999999999
7490,Prescription Medication And/Or Counseling or Therapy,By Sexual orientation,Straight,3.2,37,24.0,0.6000000000000014
7491,Prescription Medication And/Or Counseling or Therapy,By Sexual orientation,Bisexual,3.2,37,43.9,4.849999999999998
7492,Prescription Medication And/Or Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.2,37,17.7,0.6499999999999986
7493,Prescription Medication And/Or Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,3.2,37,42.5,1.5500000000000007
7494,Prescription Medication And/Or Counseling or Therapy,By Race/Hispanic ethnicity,Hispanic or Latino,3.2,37,19.5,1.4499999999999993
7495,Prescription Medication And/Or Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",3.2,37,28.9,0.75
7496,Prescription Medication And/Or Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",3.2,37,20.4,2.0999999999999996
7497,Prescription Medication And/Or Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",3.2,37,11.4,1.9500000000000002
7498,Prescription Medication And/Or Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",3.2,37,30.8,3.8999999999999986
7499,Prescription Medication And/Or Counseling or Therapy,By Education,Less than a high school diploma,3.2,37,20.7,3.75
7500,Prescription Medication And/Or Counseling or Therapy,By Education,High school diploma or GED,3.2,37,23.2,1.4499999999999993
7501,Prescription Medication And/Or Counseling or Therapy,By Education,Some college/Associate's degree,3.2,37,27.5,1.1999999999999993
7502,Prescription Medication And/Or Counseling or Therapy,By Education,Bachelor's degree or higher,3.2,37,27.3,0.8500000000000014
7503,Prescription Medication And/Or Counseling or Therapy,By Disability status,With disability,3.2,37,48.1,2.25
7504,Prescription Medication And/Or Counseling or Therapy,By Disability status,Without disability,3.2,37,22.2,0.5999999999999996
7505,Prescription Medication And/Or Counseling or Therapy,By State,Alabama,3.2,37,27.7,3.75
7506,Prescription Medication And/Or Counseling or Therapy,By State,Alaska,3.2,37,22.9,3.6000000000000014
7507,Prescription Medication And/Or Counseling or Therapy,By State,Arizona,3.2,37,21.6,2.5
7508,Prescription Medication And/Or Counseling or Therapy,By State,Arkansas,3.2,37,30.9,5.249999999999998
7509,Prescription Medication And/Or Counseling or Therapy,By State,California,3.2,37,21.2,1.9000000000000004
7510,Prescription Medication And/Or Counseling or Therapy,By State,Colorado,3.2,37,28.6,3.049999999999999
7511,Prescription Medication And/Or Counseling or Therapy,By State,Connecticut,3.2,37,28.8,4.15
7512,Prescription Medication And/Or Counseling or Therapy,By State,Delaware,3.2,37,24.7,5.0
7513,Prescription Medication And/Or Counseling or Therapy,By State,District of Columbia,3.2,37,29.0,7.799999999999999
7514,Prescription Medication And/Or Counseling or Therapy,By State,Florida,3.2,37,24.0,3.0999999999999996
7515,Prescription Medication And/Or Counseling or Therapy,By State,Georgia,3.2,37,22.7,2.9499999999999993
7516,Prescription Medication And/Or Counseling or Therapy,By State,Hawaii,3.2,37,16.7,3.0999999999999996
7517,Prescription Medication And/Or Counseling or Therapy,By State,Idaho,3.2,37,27.1,4.6
7518,Prescription Medication And/Or Counseling or Therapy,By State,Illinois,3.2,37,24.5,4.4
7519,Prescription Medication And/Or Counseling or Therapy,By State,Indiana,3.2,37,28.6,4.25
7520,Prescription Medication And/Or Counseling or Therapy,By State,Iowa,3.2,37,29.4,4.449999999999999
7521,Prescription Medication And/Or Counseling or Therapy,By State,Kansas,3.2,37,33.6,4.350000000000001
7522,Prescription Medication And/Or Counseling or Therapy,By State,Kentucky,3.2,37,29.8,4.550000000000001
7523,Prescription Medication And/Or Counseling or Therapy,By State,Louisiana,3.2,37,29.5,6.25
7524,Prescription Medication And/Or Counseling or Therapy,By State,Maine,3.2,37,29.7,5.350000000000001
7525,Prescription Medication And/Or Counseling or Therapy,By State,Maryland,3.2,37,24.8,3.4000000000000004
7526,Prescription Medication And/Or Counseling or Therapy,By State,Massachusetts,3.2,37,33.0,3.4499999999999993
7527,Prescription Medication And/Or Counseling or Therapy,By State,Michigan,3.2,37,28.3,3.4000000000000004
7528,Prescription Medication And/Or Counseling or Therapy,By State,Minnesota,3.2,37,22.0,3.0500000000000007
7529,Prescription Medication And/Or Counseling or Therapy,By State,Mississippi,3.2,37,27.3,7.149999999999999
7530,Prescription Medication And/Or Counseling or Therapy,By State,Missouri,3.2,37,26.3,4.85
7531,Prescription Medication And/Or Counseling or Therapy,By State,Montana,3.2,37,24.5,5.6
7532,Prescription Medication And/Or Counseling or Therapy,By State,Nebraska,3.2,37,28.1,3.9000000000000004
7533,Prescription Medication And/Or Counseling or Therapy,By State,Nevada,3.2,37,20.2,3.25
7534,Prescription Medication And/Or Counseling or Therapy,By State,New Hampshire,3.2,37,30.0,4.800000000000001
7535,Prescription Medication And/Or Counseling or Therapy,By State,New Jersey,3.2,37,24.7,4.15
7536,Prescription Medication And/Or Counseling or Therapy,By State,New Mexico,3.2,37,25.4,3.4499999999999993
7537,Prescription Medication And/Or Counseling or Therapy,By State,New York,3.2,37,21.1,3.4499999999999993
7538,Prescription Medication And/Or Counseling or Therapy,By State,North Carolina,3.2,37,28.4,3.8499999999999996
7539,Prescription Medication And/Or Counseling or Therapy,By State,North Dakota,3.2,37,26.3,7.850000000000001
7540,Prescription Medication And/Or Counseling or Therapy,By State,Ohio,3.2,37,30.2,4.949999999999999
7541,Prescription Medication And/Or Counseling or Therapy,By State,Oklahoma,3.2,37,26.0,3.8000000000000007
7542,Prescription Medication And/Or Counseling or Therapy,By State,Oregon,3.2,37,30.8,2.6500000000000004
7543,Prescription Medication And/Or Counseling or Therapy,By State,Pennsylvania,3.2,37,28.3,3.700000000000001
7544,Prescription Medication And/Or Counseling or Therapy,By State,Rhode Island,3.2,37,31.7,6.200000000000001
7545,Prescription Medication And/Or Counseling or Therapy,By State,South Carolina,3.2,37,29.4,3.7500000000000018
7546,Prescription Medication And/Or Counseling or Therapy,By State,South Dakota,3.2,37,21.5,4.4
7547,Prescription Medication And/Or Counseling or Therapy,By State,Tennessee,3.2,37,28.3,3.5999999999999996
7548,Prescription Medication And/Or Counseling or Therapy,By State,Texas,3.2,37,24.4,2.5
7549,Prescription Medication And/Or Counseling or Therapy,By State,Utah,3.2,37,30.7,3.3000000000000007
7550,Prescription Medication And/Or Counseling or Therapy,By State,Vermont,3.2,37,33.8,8.0
7551,Prescription Medication And/Or Counseling or Therapy,By State,Virginia,3.2,37,26.0,3.799999999999999
7552,Prescription Medication And/Or Counseling or Therapy,By State,Washington,3.2,37,27.2,2.8000000000000007
7553,Prescription Medication And/Or Counseling or Therapy,By State,West Virginia,3.2,37,28.6,6.65
7554,Prescription Medication And/Or Counseling or Therapy,By State,Wisconsin,3.2,37,26.6,4.350000000000001
7555,Prescription Medication And/Or Counseling or Therapy,By State,Wyoming,3.2,37,23.1,6.0
7556,"No Treatment, Despite Individual's Need of Treatment",National Estimate,United States,3.2,37,11.3,0.4500000000000002
7557,"No Treatment, Despite Individual's Need of Treatment",By Age,18 - 29 years,3.2,37,20.8,1.8499999999999996
